Title,Link,authors,year,abstract_text,source_url,title
Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,"Patrick Leo, Marcus de Melo Texeira, Atul M Chander, Nitin K Singh, Anna C Simpson, Andrey Yurkov, Fathi Karouia, Jason E Stajich, Christopher E Mason, Kasthuri Venkateswaran",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities
"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,"J Sebastian Garcia-Medina, Karolina Sienkiewicz, S Anand Narayanan, Eliah G Overbey, Kirill Grigorev, Krista A Ryon, Marissa Burke, Jacqueline Proszynski, Braden Tierney, Caleb M Schmidt, Nuria Mencia-Trinchant, Remi Klotz, Veronica Ortiz, Jonathan Foox, Christopher Chin, Deena Najjar, Irina Matei, Irenaeus Chan, Carlos Cruchaga, Ashley Kleinman, JangKeun Kim, Alexander Lucaci, Conor Loy, Omary Mzava, Iwijn De Vlaminck, Anvita Singaraju, Lynn E Taylor, Julian C Schmidt, Michael A Schmidt, Kelly Blease, Juan Moreno, Andrew Boddicker, Junhua Zhao, Bryan Lajoie, Andrew Altomare, Semyon Kruglyak, Shawn Levy, Min Yu, Duane C Hassane, Susan M Bailey, Kelly Bolton, Jaime Mateus, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight"
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,"Lauren M Sanders, Kirill A Grigorev, Ryan T Scott, Amanda M Saravia-Butler, San-huei Lai Polo, Rachel Gilbert, Eliah G Overbey, JangKeun Kim, Christopher E Mason, Sylvain V Costes",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,Inspiration4 data access through the NASA Open Science Data Repository
Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,"Christopher W Jones, Eliah G Overbey, Jerome Lacombe, Adrian J Ecker, Cem Meydan, Krista Ryon, Braden Tierney, Namita Damle, Matthew MacKay, Evan E Afshin, Jonathan Foox, Jiwoon Park, Theodore M Nelson, Mir Suhail Mohamad, Syed Gufran Ahmad Byhaqui, Burhan Aslam, Ummer Akbar Tali, Liaqun Nisa, Priya V Menon, Chintan O Patel, Sharib A Khan, Doug J Ebert, Aaron Everson, Michael C Schubert, Nabila N Ali, Mallika S Sarma, JangKeun Kim, Nadia Houerbi, Kirill Grigorev, J Sebastian Garcia Medina, Alexander J Summers, Jian Gu, John A Altin, Ali Fattahi, Mohammad I Hirzallah, Jimmy H Wu, Alexander C Stahn, Afshin Beheshti, Remi Klotz, Veronica Ortiz, Min Yu, Laura Patras, Irina Matei, David Lyden, Ari Melnick, Neil Banerjee, Sean Mullane, Ashley S Kleinman, Michael Loesche, Anil S Menon, Dorit B Donoviel, Emmanuel Urquieta, Jaime Mateus, Ashot E Sargsyan, Mark Shelhamer, Frederic Zenhausern, Eric M Bershad, Mathias Basner, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,Molecular and physiological changes in the SpaceX Inspiration4 civilian crew
Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,"Taghreed M Al-Turki, David G Maranon, Christopher B Nelson, Aidan M Lewis, Jared J Luxton, Lynn E Taylor, Noelia Altina, Fei Wu, Huixun Du, JangKeun Kim, Namita Damle, Eliah Overbey, Cem Meydan, Kirill Grigorev, Daniel A Winer, David Furman, Christopher E Mason, Susan M Bailey",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing
Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,"Jiwoon Park, Eliah G Overbey, S Anand Narayanan, JangKeun Kim, Braden T Tierney, Namita Damle, Deena Najjar, Krista A Ryon, Jacqueline Proszynski, Ashley Kleinman, Jeremy Wain Hirschberg, Matthew MacKay, Evan E Afshin, Richard Granstein, Justin Gurvitch, Briana M Hudson, Aric Rininger, Sean Mullane, Sarah E Church, Cem Meydan, George Church, Afshin Beheshti, Jaime Mateus, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,"Braden T Tierney, JangKeun Kim, Eliah G Overbey, Krista A Ryon, Jonathan Foox, Maria A Sierra, Chandrima Bhattacharya, Namita Damle, Deena Najjar, Jiwoon Park, J Sebastian Garcia Medina, Nadia Houerbi, Cem Meydan, Jeremy Wain Hirschberg, Jake Qiu, Ashley S Kleinman, Gabriel A Al-Ghalith, Matthew MacKay, Evan E Afshin, Raja Dhir, Joseph Borg, Christine Gatt, Nicholas Brereton, Benjamin P Readhead, Semir Beyaz, Kasthuri J Venkateswaran, Kelly Wiseman, Juan Moreno, Andrew M Boddicker, Junhua Zhao, Bryan R Lajoie, Ryan T Scott, Andrew Altomare, Semyon Kruglyak, Shawn Levy, George M Church, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight
Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,"Josef Borg, Conor Loy, JangKeun Kim, Alfred Buhagiar, Christopher Chin, Namita Damle, Iwijn De Vlaminck, Alex Felice, Tammy Liu, Irina Matei, Cem Meydan, Masafumi Muratani, Omary Mzava, Eliah Overbey, Krista A Ryon, Scott M Smith, Braden T Tierney, Guy Trudel, Sara R Zwart, Afshin Beheshti, Christopher E Mason, Joseph Borg",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,Spatiotemporal expression and control of haemoglobin in space
"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,"JangKeun Kim, Braden T Tierney, Eliah G Overbey, Ezequiel Dantas, Matias Fuentealba, Jiwoon Park, S Anand Narayanan, Fei Wu, Deena Najjar, Christopher R Chin, Cem Meydan, Conor Loy, Begum Mathyk, Remi Klotz, Veronica Ortiz, Khiem Nguyen, Krista A Ryon, Namita Damle, Nadia Houerbi, Laura I Patras, Nathan Schanzer, Gwyneth A Hutchinson, Jonathan Foox, Chandrima Bhattacharya, Matthew Mackay, Evan E Afshin, Jeremy Wain Hirschberg, Ashley S Kleinman, Julian C Schmidt, Caleb M Schmidt, Michael A Schmidt, Afshin Beheshti, Irina Matei, David Lyden, Sean Mullane, Amran Asadi, Joan S Lenz, Omary Mzava, Min Yu, Saravanan Ganesan, Iwijn De Vlaminck, Ari M Melnick, Darko Barisic, Daniel A Winer, Sara R Zwart, Brian E Crucian, Scott M Smith, Jaime Mateus, David Furman, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight"
Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,"Fei Wu, Huixun Du, Eliah Overbey, JangKeun Kim, Priya Makhijani, Nicolas Martin, Chad A Lerner, Khiem Nguyen, Jordan Baechle, Taylor R Valentino, Matias Fuentealba, Juliet M Bartleson, Heather Halaweh, Shawn Winer, Cem Meydan, Francine Garrett-Bakelman, Nazish Sayed, Simon Melov, Masafumi Muratani, Akos A Gerencser, Herbert G Kasler, Afshin Beheshti, Christopher E Mason, David Furman, Daniel A Winer",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,"Eliah G Overbey, JangKeun Kim, Braden T Tierney, Jiwoon Park, Nadia Houerbi, Alexander G Lucaci, Sebastian Garcia Medina, Namita Damle, Deena Najjar, Kirill Grigorev, Evan E Afshin, Krista A Ryon, Karolina Sienkiewicz, Laura Patras, Remi Klotz, Veronica Ortiz, Matthew MacKay, Annalise Schweickart, Christopher R Chin, Maria A Sierra, Matias F Valenzuela, Ezequiel Dantas, Theodore M Nelson, Egle Cekanaviciute, Gabriel Deards, Jonathan Foox, S Anand Narayanan, Caleb M Schmidt, Michael A Schmidt, Julian C Schmidt, Sean Mullane, Seth Stravers Tigchelaar, Steven Levitte, Craig Westover, Chandrima Bhattacharya, Serena Lucotti, Jeremy Wain Hirschberg, Jacqueline Proszynski, Marissa Burke, Ashley S Kleinman, Daniel J Butler, Conor Loy, Omary Mzava, Joan Lenz, Doru Paul, Christopher Mozsary, Lauren M Sanders, Lynn E Taylor, Chintan O Patel, Sharib A Khan, Mir Suhail Mohamad, Syed Gufran Ahmad Byhaqui, Burhan Aslam, Aaron S Gajadhar, Lucy Williamson, Purvi Tandel, Qiu Yang, Jessica Chu, Ryan W Benz, Asim Siddiqui, Daniel Hornburg, Kelly Blease, Juan Moreno, Andrew Boddicker, Junhua Zhao, Bryan Lajoie, Ryan T Scott, Rachel R Gilbert, San-huei Lai Polo, Andrew Altomare, Semyon Kruglyak, Shawn Levy, Ishara Ariyapala, Joanne Beer, Bingqing Zhang, Briana M Hudson, Aric Rininger, Sarah E Church, Afshin Beheshti, George M Church, Scott M Smith, Brian E Crucian, Sara R Zwart, Irina Matei, David C Lyden, Francine Garrett-Bakelman, Jan Krumsiek, Qiuying Chen, Dawson Miller, Joe Shuga, Stephen Williams, Corey Nemec, Guy Trudel, Martin Pelchat, Odette Laneuville, Iwijn De Vlaminck, Steven Gross, Kelly L Bolton, Susan M Bailey, Richard Granstein",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,The Space Omics and Medical Atlas (SOMA) and international astronaut biobank
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,"Nadia Houerbi, JangKeun Kim, Eliah G Overbey, Richa Batra, Annalise Schweickart, Laura Patras, Serena Lucotti, Krista A Ryon, Deena Najjar, Cem Meydan, Namita Damle, Christopher Chin, S Anand Narayanan, Joseph W Guarnieri, Gabrielle Widjaja, Afshin Beheshti, Gabriel Tobias, Fanny Vatter, Jeremy Wain Hirschberg, Ashley Kleinman, Evan E Afshin, Matthew MacKay, Qiuying Chen, Dawson Miller, Aaron S Gajadhar, Lucy Williamson, Purvi Tandel, Qiu Yang, Jessica Chu, Ryan Benz, Asim Siddiqui, Daniel Hornburg, Steven Gross, Bader Shirah, Jan Krumsiek, Jaime Mateus, Xiao Mao, Irina Matei, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight"
Astronaut omics and the impact of space on the human body at scale,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,"Lindsay A Rutter, Henry Cope, Matthew J MacKay, Raúl Herranz, Saswati Das, Sergey A Ponomarev, Sylvain V Costes, Amber M Paul, Richard Barker, Deanne M Taylor, Daniela Bezdan, Nathaniel J Szewczyk, Masafumi Muratani, Christopher E Mason, Stefania Giacomello",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,Astronaut omics and the impact of space on the human body at scale
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,"Henry Cope, Jonas Elsborg, Samuel Demharter, J Tyson McDonald, Chiara Wernecke, Hari Parthasarathy, Hriday Unadkat, Mira Chatrathi, Jennifer Claudio, Sigrid Reinsch, Pinar Avci, Sara R Zwart, Scott M Smith, Martina Heer, Masafumi Muratani, Cem Meydan, Eliah Overbey, Jangkeun Kim, Christopher R Chin, Jiwoon Park, Jonathan C Schisler, Christopher E Mason, Nathaniel J Szewczyk, Craig R G Willis, Amr Salam, Afshin Beheshti",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,"Keith Siew, Kevin A Nestler, Charlotte Nelson, Viola D’Ambrosio, Chutong Zhong, Zhongwang Li, Alessandra Grillo, Elizabeth R Wan, Vaksha Patel, Eliah Overbey, JangKeun Kim, Sanghee Yun, Michael B Vaughan, Chris Cheshire, Laura Cubitt, Jessica Broni-Tabi, Maneera Yousef Al-Jaber, Valery Boyko, Cem Meydan, Peter Barker, Shehbeel Arif, Fatemeh Afsari, Noah Allen, Mohammed Al-Maadheed, Selin Altinok, Nourdine Bah, Samuel Border, Amanda L Brown, Keith Burling, Margareth Cheng-Campbell, Lorianna M Colón, Lovorka Degoricija, Nichola Figg, Rebecca Finch, Jonathan Foox, Pouya Faridi, Alison French, Samrawit Gebre, Peter Gordon, Nadia Houerbi, Hossein Valipour Kahrood, Frederico C Kiffer, Aleksandra S Klosinska, Angela Kubik, Han-Chung Lee, Yinghui Li, Nicholas Lucarelli, Anthony L Marullo, Irina Matei, Colleen M McCann, Sayat Mimar, Ahmed Naglah, Jérôme Nicod, Kevin M O’Shaughnessy, Lorraine Christine De Oliveira, Leah Oswalt, Laura Ioana Patras, San-huei Lai Polo, María Rodríguez-Lopez, Candice Roufosse, Omid Sadeghi-Alavijeh, Rebekah Sanchez-Hodge, Anindya S Paul, Ralf Bernd Schittenhelm, Annalise Schweickart, Ryan T Scott, Terry Chin Choy Lim Kam Sian, Willian A da Silveira, Hubert Slawinski, Daniel Snell, Julio Sosa, Amanda M Saravia-Butler, Marshall Tabetah, Erwin Tanuwidjaya, Simon Walker-Samuel, Xiaoping Yang, Yasmin, Haijian Zhang, Jasminka Godovac-Zimmermann, Pinaki Sarder, Lauren M Sanders, Sylvain V Costes, Robert A A Campbell, Fathi Karouia, Vidya Mohamed-Alis, Samuel Rodriques, Steven Lynham, Joel Ricky Steele, Sergio Baranzini, Hossein Fazelinia, Zhongquan Dai, Akira Uruno, Dai Shiba, Masayuki Yamamoto, Eduardo ACAlmeida, Elizabeth Blaber, Jonathan C Schisler, Amelia J Eisch, Masafumi Muratani, Sara R Zwart",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction"
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,"Begum Aydogan Mathyk, Marshall Tabetah, Rashid Karim, Victoria Zaksas, JangKeun Kim, R I Anu, Masafumi Muratani, Alexia Tasoula, Ruth Subhash Singh, Yen-Kai Chen, Eliah Overbey, Jiwoon Park, Henry Cope, Hossein Fazelinia, Davide Povero, Joseph Borg, Remi V Klotz, Min Yu, Steven L Young, Christopher E Mason, Nathaniel Szewczyk, Riley M St Clair, Fathi Karouia, Afshin Beheshti",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,Spaceflight induces changes in gene expression profiles linked to insulin and estrogen
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,"Lindsay A Rutter, Matthew J MacKay, Henry Cope, Nathaniel J Szewczyk, JangKeun Kim, Eliah Overbey, Braden T Tierney, Masafumi Muratani, Ben Lamm, Daniela Bezdan, Amber M Paul, Michael A Schmidt, George M Church, Stefania Giacomello, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,Protective alleles and precision healthcare in crewed spaceflight
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,"Giada Corti, JangKeun Kim, Francisco J Enguita, Joseph W Guarnieri, Lawrence I Grossman, Sylvain V Costes, Matias Fuentealba, Ryan T Scott, Andrea Magrini, Lauren M Sanders, Kanhaiya Singh, Chandan K Sen, Cassandra M Juran, Amber M Paul, David Furman, Jean Calleja-Agius, Christopher E Mason, Diego Galeano, Massimo Bottini, Afshin Beheshti",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,Author Correction: To boldly go where no microRNAs have gone before: spaceflight impact on risk for small-for-gestational-age infants
Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,"Tatiana S Aniskina, Kirill A Sudarikov, Margarita A Levinskikh, Alexander A Gulevich, Ekaterina N Baranova",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,Bread Wheat in Space Flight: Is There a Difference in Kernel Quality?
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,"Christina L M Khodadad, Mary E Hummerick, LaShelle E Spencer, Anirudha R Dixit, Jeffrey T Richards, Matthew W Romeyn, Trent M Smith, Raymond M Wheeler, Gioia D Massa",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,Microbiological and Nutritional Analysis of Lettuce Crops Grown on the International Space Station
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,"Allison K Strohm, Laura M Vaughn, Patrick H Masson",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis
Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,"VL Lozano, CE Miranda, AL Vinocur, C González, F Unrein, MJ Wolansky, HN Pizarro",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,"Turbidity matters: differential effect of a 2,4-D formulation on the structure of microbial communities from clear and turbid freshwater systems"
Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,"Han-Qing Wang, Xing-Yu Zhao, Zhong Tang, Xin-Yuan Huang, Peng Wang, Wenhua Zhang, Yunhui Zhang, Sheng Luan, Fang-Jie Zhao",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,Mechanosensing antagonizes ethylene signaling to promote root gravitropism in rice
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,"Nicole M Gibbs, Shih‐Heng Su, Samuel Lopez‐Nieves, Stéphane Mann, Claude Alban, Hiroshi A Maeda, Patrick H Masson",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,"Shih-Heng Su, Alexander Moen, Rien M Groskopf, Katherine L Baldwin, Brian Vesperman, Patrick H Masson",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,Low-Speed Clinorotation of Brachypodium distachyon and Arabidopsis thaliana Seedlings Triggers Root Tip Curvatures That Are Reminiscent of Gravitropism
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,"Michael R Benoit, Carolyn G Conant, Cristian Ionescu-Zanetti, Michael Schwartz, A Matin",2010,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,New Device for High-Throughput Viability Screening of Flow Biofilms
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,"Jing-Hung Wang, Rachna Singh, Michael Benoit, Mimi Keyhan, Matthew Sylvester, Michael Hsieh, Anuradha Thathireddy, Yi-Ju Hsieh, A C Matin",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,Sigma S-Dependent Antioxidant Defense Protects Stationary-Phase Escherichia coli against the Bactericidal Antibiotic Gentamicin
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,"Mackenzie L Hagan, Vanshika Balayan, Meghan E McGee-Lawrence",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues
Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,"Arthur R Hand, Didem Dagdeviren, Natasha A Larson, Christopher Haxhi, Maija I Mednieks",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,Effects of Spaceflight on the Mouse Submandibular Gland
Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,"Arthur R Hand, Didem Dagdeviren, Natasha A Larson, Christopher Haxhi, Maija I Mednieks",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,Effects of Spaceflight on the Mouse Submandibular Gland
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,"Didem Dagdeviren, John Beallias, Izaz Khan, Maija I Mednieks, Arthur R Hand",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,Response of the mouse sublingual gland to spaceflight
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,"Takehito Ouchi, Kyosuke Kono, Ryouichi Satou, Ryuya Kurashima, Koji Yamaguchi, Maki Kimura, Yoshiyuki Shibukawa",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,Upregulation of Amy1 in the salivary glands of mice exposed to a lunar gravity environment using the multiple artificial gravity research system
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,"Satish K Mehta, David C Bloom, Ianik Plante, Raymond Stowe, Alan H Feiveson, Ashlie Renner, Adit Dhummakupt, Dhruv Markan, Ye Zhang, Honglu Wu, Blaire Scoles, Jeffrey I Cohen, Brian Crucian, Duane L Pierson",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation"
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,"Camilla Urbaniak, Hernan Lorenzi, James Thissen, Crystal Jaing, Brian Crucian, Clarence Sams, Duane Pierson, Kasthuri Venkateswaran, Satish Mehta",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,"Nelson BC Serre, Daša Wernerová, Pruthvi Vittal, Shiv Mani Dubey, Eva Medvecká, Adriana Jelínková, Jan Petrášek, Guido Grossmann, Matyáš Fendrych",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,The AUX1-AFB1-CNGC14 module establishes a longitudinal root surface pH profile
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,"Elisia D Tichy, Foteini Mourkioti",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections
Persistent NF-Œ∫B activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,"Elisia D Tichy, Nuoying Ma, David Sidibe, Emanuele Loro, Jacob Kocan, Delia Z Chen, Tejvir S Khurana, Paul Hasty, Foteini Mourkioti",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,"Nuoying Ma, Delia Chen, Ji-Hyung Lee, Paola Kuri, Edward Blake Hernandez, Jacob Kocan, Hamd Mahmood, Elisia D Tichy, Panteleimon Rompolas, Foteini Mourkioti",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,"Elisia D Tichy, Ji-Hyung Lee, Grant Li, Katrina N Estep, F Brad Johnson, Foteini Mourkioti",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length"
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,"Justin M Watkins, Paul J Hechler, Gloria K Muday",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,Ethylene-Induced Flavonol Accumulation in Guard Cells Suppresses Reactive Oxygen Species and Moderates Stomatal Aperture
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,"Suzanne Gerttula, Matthew Zinkgraf, Gloria K Muday, Daniel R Lewis, Farid M Ibatullin, Harry Brumer, Foster Hart, Shawn D Mansfield, Vladimir Filkov, Andrew Groover",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,"Xiaohui Li, Peipei Zhu, Yen-Ju Chen, Lei Huang, Diwen Wang, David T Newton, Chuan-Chih Hsu, Guang Lin, W Andy Tao, Christopher J Staiger, Chunhua Zhang",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,The EXO70 inhibitor Endosidin2 alters plasma membrane protein composition in Arabidopsis roots
